f_kpi_id;d_kpi_id;d_target_id;d_level0_id;d_level1_id;d_level2_id;d_level3_id;d_level4_id;Numerator;Denominator;d_date_id
495;3;1;1;1;1;2;1;2431395;2746905;20190302
496;3;1;1;1;1;2;1;2699125;2130076;20190402
497;3;1;1;1;1;2;1;2174183;2843175;20190502
498;3;1;1;1;1;2;1;2329936;2646836;20190602
499;3;1;1;1;1;2;1;2869236;2879349;20190702
500;3;1;1;1;1;2;1;2836256;2521467;20190802
501;3;1;1;1;1;2;1;2540189;2595898;20190902
502;3;1;1;1;1;2;1;2379617;2553280;20191002
503;3;1;1;1;1;2;1;2597010;2282325;20191102
504;3;1;1;1;1;2;1;2647771;2678529;20191202
505;3;1;1;1;2;3;1;2750074;2124549;20190102
506;3;1;1;1;2;3;1;2662391;2893575;20190202
507;3;1;1;1;2;3;1;2582871;2456852;20190302
508;3;1;1;1;2;3;1;2784614;2298176;20190402
509;3;1;1;1;2;3;1;2707971;2211069;20190502
510;3;1;1;1;2;3;1;2262149;2557065;20190602
511;3;1;1;1;2;3;1;2366085;2283049;20190702
512;3;1;1;1;2;3;1;2530896;2932052;20190802
513;3;1;1;1;2;3;1;2738851;2794377;20190902
514;3;1;1;1;2;3;1;2729096;2602257;20191002
515;3;1;1;1;2;3;1;2682448;2360521;20191102
516;3;1;1;1;2;3;1;2098194;2415604;20191202
517;3;1;1;1;1;5;1;2892338;2433567;20190102
518;3;1;1;1;1;5;1;2523400;2099078;20190202
519;3;1;1;1;1;5;1;2673827;2745785;20190302
520;3;1;1;1;1;5;1;2771875;2900034;20190402
521;3;1;1;1;1;5;1;2729320;2861728;20190502
522;3;1;1;1;1;5;1;2587205;2698127;20190602
523;3;1;1;1;1;5;1;2407293;2690646;20190702
524;3;1;1;1;1;5;1;2350102;2158443;20190802
525;3;1;1;1;1;5;1;2188312;2422490;20190902
526;3;1;1;1;1;5;1;2393019;2383384;20191002
527;3;1;1;1;1;5;1;2216403;2089469;20191102
528;3;1;1;1;1;5;1;2043498;2876262;20191202
529;3;1;1;1;3;4;1;2649848;2380351;20190102
530;3;1;1;1;3;4;1;2342183;2635183;20190202
531;3;1;1;1;3;4;1;2588250;2913582;20190302
532;3;1;1;1;3;4;1;2249039;2201193;20190402
533;3;1;1;1;3;4;1;2718330;2464387;20190502
534;3;1;1;1;3;4;1;2506201;2277773;20190602
535;3;1;1;1;3;4;1;2704846;2714351;20190702
536;3;1;1;1;3;4;1;2875385;2282025;20190802
537;3;1;1;1;3;4;1;2413325;2454129;20190902
538;3;1;1;1;3;4;1;2828757;2493166;20191002
539;3;1;1;1;3;4;1;2225332;2441014;20191102
540;3;1;1;1;3;4;1;2184842;2410607;20191202
541;4;1;1;1;1;1;1;2789073;2501646;20190102
542;4;1;1;1;1;1;1;2434666;2363491;20190202
543;4;1;1;1;1;1;1;2296124;2070635;20190302
544;4;1;1;1;1;1;1;2174824;2899650;20190402
545;4;1;1;1;1;1;1;2889353;2498870;20190502
546;4;1;1;1;1;1;1;2422720;2204167;20190602
547;4;1;1;1;1;1;1;2227817;2165372;20190702
548;4;1;1;1;1;1;1;2153063;2870281;20190802
549;4;1;1;1;1;1;1;2161596;2461103;20190902
550;4;1;1;1;1;1;1;2764120;2163510;20191002
551;4;1;1;1;1;1;1;2881355;2210856;20191102
552;4;1;1;1;1;1;1;2615870;2599925;20191202
553;4;1;1;1;1;2;1;2911748;2782936;20190102
554;4;1;1;1;1;2;1;2755793;2473586;20190202
555;4;1;1;1;1;2;1;2542318;2392150;20190302
556;4;1;1;1;1;2;1;2336371;2532512;20190402
557;4;1;1;1;1;2;1;2849991;2506492;20190502
558;4;1;1;1;1;2;1;2397364;2119443;20190602
559;4;1;1;1;1;2;1;2838579;2381257;20190702
560;4;1;1;1;1;2;1;2906114;2652773;20190802
561;4;1;1;1;1;2;1;2502362;2634786;20190902
562;4;1;1;1;1;2;1;2653670;2125056;20191002
563;4;1;1;1;1;2;1;2282162;2329769;20191102
564;4;1;1;1;1;2;1;2404950;2430327;20191202
565;4;1;1;1;2;3;1;2644366;2640619;20190102
566;4;1;1;1;2;3;1;2683679;2907349;20190202
567;4;1;1;1;2;3;1;2701656;2712101;20190302
568;4;1;1;1;2;3;1;2143536;2378900;20190402
569;4;1;1;1;2;3;1;2701267;2930925;20190502
570;4;1;1;1;2;3;1;2911897;2904618;20190602
571;4;1;1;1;2;3;1;2581152;2059525;20190702
572;4;1;1;1;2;3;1;2723560;2641151;20190802
573;4;1;1;1;2;3;1;2158852;2391465;20190902
574;4;1;1;1;2;3;1;2471712;2090151;20191002
575;4;1;1;1;2;3;1;2282947;2894420;20191102
576;4;1;1;1;2;3;1;2376919;2292212;20191202
577;4;1;1;1;1;5;1;2109977;2063289;20190102
578;4;1;1;1;1;5;1;2519803;2569921;20190202
579;4;1;1;1;1;5;1;2447776;2546392;20190302
580;4;1;1;1;1;5;1;2916543;2478189;20190402
581;4;1;1;1;1;5;1;2198643;2719968;20190502
582;4;1;1;1;1;5;1;2684772;2772478;20190602
583;4;1;1;1;1;5;1;2304692;2515514;20190702
584;4;1;1;1;1;5;1;2585298;2140043;20190802
585;4;1;1;1;1;5;1;2225085;2536315;20190902
586;4;1;1;1;1;5;1;2821343;2299445;20191002
587;4;1;1;1;1;5;1;2879117;2334245;20191102
588;4;1;1;1;1;5;1;2671916;2548792;20191202
589;4;1;1;1;3;4;1;2652834;2112768;20190102
590;4;1;1;1;3;4;1;2076880;2637996;20190202
591;4;1;1;1;3;4;1;2544960;2386343;20190302
592;4;1;1;1;3;4;1;2749304;2623852;20190402
593;4;1;1;1;3;4;1;2248135;2269367;20190502
594;4;1;1;1;3;4;1;2903006;2842047;20190602
595;4;1;1;1;3;4;1;2832132;2290518;20190702
596;4;1;1;1;3;4;1;2879000;2557800;20190802
597;4;1;1;1;3;4;1;2186457;2536819;20190902
598;4;1;1;1;3;4;1;2670253;2476021;20191002
599;4;1;1;1;3;4;1;2501860;2376555;20191102
600;4;1;1;1;3;4;1;2151302;2829565;20191202
601;5;1;1;1;1;1;1;2354596;2753660;20190102
602;5;1;1;1;1;1;1;2489042;2460904;20190202
603;5;1;1;1;1;1;1;2347921;2456488;20190302
604;5;1;1;1;1;1;1;2686920;2910118;20190402
605;5;1;1;1;1;1;1;2423632;2055406;20190502
606;5;1;1;1;1;1;1;2591958;2195406;20190602
607;5;1;1;1;1;1;1;2072264;2480238;20190702
608;5;1;1;1;1;1;1;2070760;2266162;20190802
609;5;1;1;1;1;1;1;2043605;2511964;20190902
610;5;1;1;1;1;1;1;2659913;2719645;20191002
611;5;1;1;1;1;1;1;2207661;2526126;20191102
612;5;1;1;1;1;1;1;2821863;2240510;20191202
613;5;1;1;1;1;2;1;2358383;2646703;20190102
614;5;1;1;1;1;2;1;2094906;2600758;20190202
615;5;1;1;1;1;2;1;2315534;2436733;20190302
616;5;1;1;1;1;2;1;2418191;2349848;20190402
617;5;1;1;1;1;2;1;2857707;2544571;20190502
618;5;1;1;1;1;2;1;2096298;2724670;20190602
619;5;1;1;1;1;2;1;2753039;2640867;20190702
620;5;1;1;1;1;2;1;2606437;2330082;20190802
621;5;1;1;1;1;2;1;2708049;2770235;20190902
622;5;1;1;1;1;2;1;2470119;2492077;20191002
623;5;1;1;1;1;2;1;2469351;2535218;20191102
624;5;1;1;1;1;2;1;2360386;2156725;20191202
625;5;1;1;1;2;3;1;2178537;2670826;20190102
626;5;1;1;1;2;3;1;2512805;2487894;20190202
627;5;1;1;1;2;3;1;2550202;2810788;20190302
628;5;1;1;1;2;3;1;2438005;2084028;20190402
629;5;1;1;1;2;3;1;2519597;2905379;20190502
630;5;1;1;1;2;3;1;2456586;2923963;20190602
631;5;1;1;1;2;3;1;2244570;2477879;20190702
632;5;1;1;1;2;3;1;2459792;2520471;20190802
633;5;1;1;1;2;3;1;2482314;2780996;20190902
634;5;1;1;1;2;3;1;2917098;2110471;20191002
635;5;1;1;1;2;3;1;2847115;2087592;20191102
636;5;1;1;1;2;3;1;2216949;2865410;20191202
637;5;1;1;1;1;5;1;2684470;2668308;20190102
638;5;1;1;1;1;5;1;2884317;2311668;20190202
639;5;1;1;1;1;5;1;2215681;2368925;20190302
640;5;1;1;1;1;5;1;2680499;2595059;20190402
641;5;1;1;1;1;5;1;2063049;2319894;20190502
642;5;1;1;1;1;5;1;2812685;2364127;20190602
643;5;1;1;1;1;5;1;2551374;2775307;20190702
644;5;1;1;1;1;5;1;2651990;2270511;20190802
645;5;1;1;1;1;5;1;2878360;2151376;20190902
646;5;1;1;1;1;5;1;2653891;2270612;20191002
647;5;1;1;1;1;5;1;2658034;2313658;20191102
648;5;1;1;1;1;5;1;2286600;2613757;20191202
649;5;1;1;1;3;4;1;2161142;2461604;20190102
650;5;1;1;1;3;4;1;2240057;2249954;20190202
651;5;1;1;1;3;4;1;2514826;2822189;20190302
652;5;1;1;1;3;4;1;2147562;2395651;20190402
653;5;1;1;1;3;4;1;2856136;2185077;20190502
654;5;1;1;1;3;4;1;2911644;2453523;20190602
655;5;1;1;1;3;4;1;2362397;2253332;20190702
656;5;1;1;1;3;4;1;2678301;2358625;20190802
657;5;1;1;1;3;4;1;2879089;2902295;20190902
658;5;1;1;1;3;4;1;2389191;2313117;20191002
659;5;1;1;1;3;4;1;2836163;2919181;20191102
660;5;1;1;1;3;4;1;2138962;2747700;20191202
661;6;1;1;1;1;1;1;2513681;2074380;20190102
662;6;1;1;1;1;1;1;2464366;2802510;20190202
663;6;1;1;1;1;1;1;2917504;2465560;20190302
664;6;1;1;1;1;1;1;2358980;2713704;20190402
665;6;1;1;1;1;1;1;2317255;2547543;20190502
666;6;1;1;1;1;1;1;2706287;2252031;20190602
667;6;1;1;1;1;1;1;2396309;2718817;20190702
668;6;1;1;1;1;1;1;2167007;2080860;20190802
669;6;1;1;1;1;1;1;2342386;2599285;20190902
670;6;1;1;1;1;1;1;2447455;2400947;20191002
671;6;1;1;1;1;1;1;2227970;2533688;20191102
672;6;1;1;1;1;1;1;2654541;2855301;20191202
673;6;1;1;1;1;2;1;2551553;2788129;20190102
674;6;1;1;1;1;2;1;2874314;2813748;20190202
675;6;1;1;1;1;2;1;2613543;2140162;20190302
676;6;1;1;1;1;2;1;2757549;2219205;20190402
677;6;1;1;1;1;2;1;2108359;2440332;20190502
678;6;1;1;1;1;2;1;2568694;2446225;20190602
679;6;1;1;1;1;2;1;2638029;2320589;20190702
680;6;1;1;1;1;2;1;2063909;2645138;20190802
681;6;1;1;1;1;2;1;2835417;2627215;20190902
682;6;1;1;1;1;2;1;2658006;2519910;20191002
683;6;1;1;1;1;2;1;2340206;2754507;20191102
684;6;1;1;1;1;2;1;2854379;2893537;20191202
685;6;1;1;1;2;3;1;2461848;2220928;20190102
686;6;1;1;1;2;3;1;2200818;2090793;20190202
687;6;1;1;1;2;3;1;2447488;2110577;20190302
688;6;1;1;1;2;3;1;2379712;2351536;20190402
689;6;1;1;1;2;3;1;2113679;2891814;20190502
690;6;1;1;1;2;3;1;2866879;2207095;20190602
691;6;1;1;1;2;3;1;2915473;2280431;20190702
692;6;1;1;1;2;3;1;2860639;2707199;20190802
693;6;1;1;1;2;3;1;2823801;2163460;20190902
694;6;1;1;1;2;3;1;2551098;2042672;20191002
695;6;1;1;1;2;3;1;2658721;2663116;20191102
696;6;1;1;1;2;3;1;2318222;2763198;20191202
697;6;1;1;1;1;5;1;2150358;2701869;20190102
698;6;1;1;1;1;5;1;2447628;2759007;20190202
699;6;1;1;1;1;5;1;2749822;2723459;20190302
700;6;1;1;1;1;5;1;2068159;2837072;20190402
701;6;1;1;1;1;5;1;2598173;2901333;20190502
702;6;1;1;1;1;5;1;2459406;2047259;20190602
703;6;1;1;1;1;5;1;2865109;2926066;20190702
704;6;1;1;1;1;5;1;2427450;2593814;20190802
705;6;1;1;1;1;5;1;2244940;2285869;20190902
706;6;1;1;1;1;5;1;2325431;2236157;20191002
707;6;1;1;1;1;5;1;2086045;2752823;20191102
708;6;1;1;1;1;5;1;2530779;2070687;20191202
709;6;1;1;1;3;4;1;2709651;2101254;20190102
710;6;1;1;1;3;4;1;2918875;2264543;20190202
711;6;1;1;1;3;4;1;2579169;2598816;20190302
712;6;1;1;1;3;4;1;2073011;2866631;20190402
713;6;1;1;1;3;4;1;2481183;2209078;20190502
714;6;1;1;1;3;4;1;2077129;2895632;20190602
715;6;1;1;1;3;4;1;2299647;2338417;20190702
716;6;1;1;1;3;4;1;2865628;2831051;20190802
717;6;1;1;1;3;4;1;2694833;2059139;20190902
718;6;1;1;1;3;4;1;2248155;2140486;20191002
719;6;1;1;1;3;4;1;2355225;2050209;20191102
720;6;1;1;1;3;4;1;2323086;2316651;20191202
721;1;1;1;1;1;1;1;2600030;2314188;20190103
722;1;1;1;1;1;1;1;2755394;2467738;20190203
723;1;1;1;1;1;1;1;2256648;2910799;20190303
724;1;1;1;1;1;1;1;2467968;2778113;20190403
725;1;1;1;1;1;1;1;2435884;2204567;20190503
726;1;1;1;1;1;1;1;2401375;2579263;20190603
727;1;1;1;1;1;1;1;2180597;2913232;20190703
728;1;1;1;1;1;1;1;2802312;2679998;20190803
729;1;1;1;1;1;1;1;2639207;2935079;20190903
730;1;1;1;1;1;1;1;2868256;2300662;20191003
731;1;1;1;1;1;1;1;2178090;2710297;20191103
732;1;1;1;1;1;1;1;2144685;2608068;20191203
733;1;1;1;1;1;2;1;2608942;2137951;20190103
734;1;1;1;1;1;2;1;2363213;2889301;20190203
735;1;1;1;1;1;2;1;2303736;2787431;20190303
736;1;1;1;1;1;2;1;2628118;2327081;20190403
737;1;1;1;1;1;2;1;2336871;2395386;20190503
738;1;1;1;1;1;2;1;2740409;2507907;20190603
739;1;1;1;1;1;2;1;2903068;2496250;20190703
740;1;1;1;1;1;2;1;2763830;2118579;20190803
741;1;1;1;1;1;2;1;2564357;2225025;20190903
742;1;1;1;1;1;2;1;2370448;2299845;20191003
743;1;1;1;1;1;2;1;2649278;2360936;20191103
744;1;1;1;1;1;2;1;2220834;2084869;20191203
745;1;1;1;1;2;3;1;2557554;2596002;20190103
746;1;1;1;1;2;3;1;2397385;2455513;20190203
747;1;1;1;1;2;3;1;2422937;2788964;20190303
748;1;1;1;1;2;3;1;2073542;2141214;20190403
749;1;1;1;1;2;3;1;2259045;2212301;20190503
750;1;1;1;1;2;3;1;2837437;2860906;20190603
751;1;1;1;1;2;3;1;2143155;2724470;20190703
752;1;1;1;1;2;3;1;2792896;2549018;20190803
753;1;1;1;1;2;3;1;2697706;2672208;20190903
754;1;1;1;1;2;3;1;2743207;2131549;20191003
755;1;1;1;1;2;3;1;2147530;2336549;20191103
756;1;1;1;1;2;3;1;2222179;2828949;20191203
757;1;1;1;1;3;5;1;2592937;2551744;20190103
758;1;1;1;1;3;5;1;2891980;2247841;20190203
759;1;1;1;1;3;5;1;2622690;2553512;20190303
760;1;1;1;1;3;5;1;2800411;2551309;20190403
761;1;1;1;1;3;5;1;2284125;2930191;20190503
762;1;1;1;1;3;5;1;2802289;2851564;20190603
763;1;1;1;1;3;5;1;2315038;2842540;20190703
764;1;1;1;1;3;5;1;2562737;2209253;20190803
765;1;1;1;1;3;5;1;2399025;2484156;20190903
766;1;1;1;1;3;5;1;2365678;2796089;20191003
767;1;1;1;1;3;5;1;2279951;2289931;20191103
768;1;1;1;1;3;5;1;2451940;2155630;20191203
769;1;1;1;1;4;4;1;2760735;2164675;20190103
770;1;1;1;1;4;4;1;2786632;2716432;20190203
771;1;1;1;1;4;4;1;2516034;2442384;20190303
772;1;1;1;1;4;4;1;2065775;2805312;20190403
773;1;1;1;1;4;4;1;2153778;2919998;20190503
774;1;1;1;1;4;4;1;2047713;2207077;20190603
775;1;1;1;1;4;4;1;2461125;2323166;20190703
776;1;1;1;1;4;4;1;2701427;2829945;20190803
777;1;1;1;1;4;4;1;2383561;2099159;20190903
778;1;1;1;1;4;4;1;2408219;2862171;20191003
779;1;1;1;1;4;4;1;2459444;2383958;20191103
780;1;1;1;1;4;4;1;2693068;2070062;20191203
781;2;1;1;1;1;1;1;2699980;2543561;20190103
782;2;1;1;1;1;1;1;2277350;2689784;20190203
783;2;1;1;1;1;1;1;2668563;2103924;20190303
784;2;1;1;1;1;1;1;2937109;2798528;20190403
785;2;1;1;1;1;1;1;2093162;2767316;20190503
786;2;1;1;1;1;1;1;2890833;2841263;20190603
787;2;1;1;1;1;1;1;2044373;2179685;20190703
788;2;1;1;1;1;1;1;2158536;2442771;20190803
789;2;1;1;1;1;1;1;2306812;2435556;20190903
790;2;1;1;1;1;1;1;2768008;2291595;20191003
791;2;1;1;1;1;1;1;2311769;2674699;20191103
792;2;1;1;1;1;1;1;2069535;2144913;20191203
793;2;1;1;1;1;2;1;2507452;2579340;20190103
794;2;1;1;1;1;2;1;2255247;2599256;20190203
795;2;1;1;1;1;2;1;2221460;2727340;20190303
796;2;1;1;1;1;2;1;2568091;2149842;20190403
797;2;1;1;1;1;2;1;2108981;2225011;20190503
798;2;1;1;1;1;2;1;2427525;2562648;20190603
799;2;1;1;1;1;2;1;2587360;2932532;20190703
800;2;1;1;1;1;2;1;2142226;2095559;20190803
801;2;1;1;1;1;2;1;2512814;2405253;20190903
802;2;1;1;1;1;2;1;2728492;2046556;20191003
803;2;1;1;1;1;2;1;2103810;2396799;20191103
804;2;1;1;1;1;2;1;2131955;2149172;20191203
805;2;1;1;1;2;3;1;2422881;2377348;20190103
806;2;1;1;1;2;3;1;2512435;2123521;20190203
807;2;1;1;1;2;3;1;2607958;2043468;20190303
808;2;1;1;1;2;3;1;2362912;2891901;20190403
809;2;1;1;1;2;3;1;2717568;2096303;20190503
810;2;1;1;1;2;3;1;2605250;2042878;20190603
811;2;1;1;1;2;3;1;2080048;2376488;20190703
812;2;1;1;1;2;3;1;2084817;2452968;20190803
813;2;1;1;1;2;3;1;2778334;2531496;20190903
814;2;1;1;1;2;3;1;2608647;2244190;20191003
815;2;1;1;1;2;3;1;2352616;2739919;20191103
816;2;1;1;1;2;3;1;2732931;2325107;20191203
817;2;1;1;1;1;5;1;2112868;2262753;20190103
818;2;1;1;1;1;5;1;2836460;2222490;20190203
819;2;1;1;1;1;5;1;2045680;2179490;20190303
820;2;1;1;1;1;5;1;2797510;2088416;20190403
821;2;1;1;1;1;5;1;2412813;2394555;20190503
822;2;1;1;1;1;5;1;2291647;2615639;20190603
823;2;1;1;1;1;5;1;2894942;2876410;20190703
824;2;1;1;1;1;5;1;2702966;2259246;20190803
825;2;1;1;1;1;5;1;2695453;2158876;20190903
826;2;1;1;1;1;5;1;2300564;2584346;20191003
827;2;1;1;1;1;5;1;2109739;2359910;20191103
828;2;1;1;1;1;5;1;2479062;2154090;20191203
829;2;1;1;1;3;4;1;2186453;2914984;20190103
830;2;1;1;1;3;4;1;2581623;2280709;20190203
831;2;1;1;1;3;4;1;2892282;2892050;20190303
832;2;1;1;1;3;4;1;2063917;2651011;20190403
833;2;1;1;1;3;4;1;2528700;2540532;20190503
834;2;1;1;1;3;4;1;2685420;2849733;20190603
835;2;1;1;1;3;4;1;2320844;2302095;20190703
836;2;1;1;1;3;4;1;2101762;2121394;20190803
837;2;1;1;1;3;4;1;2919149;2286289;20190903
838;2;1;1;1;3;4;1;2511367;2252238;20191003
839;2;1;1;1;3;4;1;2830367;2668976;20191103
840;2;1;1;1;3;4;1;2316866;2676935;20191203
841;3;1;1;1;1;1;1;2483641;2722731;20190103
842;3;1;1;1;1;1;1;2794922;2536925;20190203
843;3;1;1;1;1;1;1;2767125;2750446;20190303
844;3;1;1;1;1;1;1;2770638;2807719;20190403
845;3;1;1;1;1;1;1;2636119;2424124;20190503
846;3;1;1;1;1;1;1;2709913;2573547;20190603
847;3;1;1;1;1;1;1;2064502;2212712;20190703
848;3;1;1;1;1;1;1;2808380;2652323;20190803
849;3;1;1;1;1;1;1;2146913;2497493;20190903
850;3;1;1;1;1;1;1;2697922;2561638;20191003
851;3;1;1;1;1;1;1;2857884;2197840;20191103
852;3;1;1;1;1;1;1;2649710;2176235;20191203
853;3;1;1;1;1;2;1;2588790;2571923;20190103
854;3;1;1;1;1;2;1;2047500;2585067;20190203
855;3;1;1;1;1;2;1;2336227;2713653;20190303
856;3;1;1;1;1;2;1;2917464;2923047;20190403
857;3;1;1;1;1;2;1;2435547;2078918;20190503
858;3;1;1;1;1;2;1;2043744;2136810;20190603
859;3;1;1;1;1;2;1;2485755;2096705;20190703
860;3;1;1;1;1;2;1;2902500;2640824;20190803
861;3;1;1;1;1;2;1;2647298;2687638;20190903
862;3;1;1;1;1;2;1;2443101;2215097;20191003
863;3;1;1;1;1;2;1;2551428;2289540;20191103
864;3;1;1;1;1;2;1;2052934;2298141;20191203
865;3;1;1;1;2;3;1;2497361;2383700;20190103
866;3;1;1;1;2;3;1;2815222;2213768;20190203
867;3;1;1;1;2;3;1;2480096;2677603;20190303
868;3;1;1;1;2;3;1;2786327;2636908;20190403
869;3;1;1;1;2;3;1;2876644;2119924;20190503
870;3;1;1;1;2;3;1;2511302;2456336;20190603
871;3;1;1;1;2;3;1;2872161;2879719;20190703
872;3;1;1;1;2;3;1;2080210;2606135;20190803
873;3;1;1;1;2;3;1;2466408;2611628;20190903
874;3;1;1;1;2;3;1;2591381;2875671;20191003
875;3;1;1;1;2;3;1;2475176;2313718;20191103
876;3;1;1;1;2;3;1;2548847;2085816;20191203
877;3;1;1;1;1;5;1;2847153;2767813;20190103
878;3;1;1;1;1;5;1;2253254;2084498;20190203
879;3;1;1;1;1;5;1;2249620;2857837;20190303
880;3;1;1;1;1;5;1;2225225;2334131;20190403
881;3;1;1;1;1;5;1;2076663;2578586;20190503
882;3;1;1;1;1;5;1;2204362;2295513;20190603
883;3;1;1;1;1;5;1;2747986;2108805;20190703
884;3;1;1;1;1;5;1;2489071;2167031;20190803
885;3;1;1;1;1;5;1;2380492;2442235;20190903
886;3;1;1;1;1;5;1;2309348;2351381;20191003
887;3;1;1;1;1;5;1;2464855;2620571;20191103
888;3;1;1;1;1;5;1;2573988;2739678;20191203
889;3;1;1;1;3;4;1;2604415;2576060;20190103
890;3;1;1;1;3;4;1;2897909;2557194;20190203
891;3;1;1;1;3;4;1;2857892;2652051;20190303
892;3;1;1;1;3;4;1;2735663;2418889;20190403
893;3;1;1;1;3;4;1;2154363;2304412;20190503
894;3;1;1;1;3;4;1;2859923;2449499;20190603
895;3;1;1;1;3;4;1;2695493;2186091;20190703
896;3;1;1;1;3;4;1;2896741;2168426;20190803
897;3;1;1;1;3;4;1;2582351;2561931;20190903
898;3;1;1;1;3;4;1;2607689;2549160;20191003
899;3;1;1;1;3;4;1;2717432;2221711;20191103
900;3;1;1;1;3;4;1;2836854;2657099;20191203
901;4;1;1;1;1;1;1;2434269;2217265;20190103
902;4;1;1;1;1;1;1;2842664;2671566;20190203
903;4;1;1;1;1;1;1;2318108;2229555;20190303
904;4;1;1;1;1;1;1;2922184;2264377;20190403
905;4;1;1;1;1;1;1;2314222;2917244;20190503
906;4;1;1;1;1;1;1;2536987;2734831;20190603
907;4;1;1;1;1;1;1;2237885;2807116;20190703
908;4;1;1;1;1;1;1;2284967;2917800;20190803
909;4;1;1;1;1;1;1;2831774;2209671;20190903
910;4;1;1;1;1;1;1;2878494;2426055;20191003
911;4;1;1;1;1;1;1;2165755;2126816;20191103
912;4;1;1;1;1;1;1;2669293;2309852;20191203
913;4;1;1;1;1;2;1;2496120;2237455;20190103
914;4;1;1;1;1;2;1;2583763;2460148;20190203
915;4;1;1;1;1;2;1;2201094;2276332;20190303
916;4;1;1;1;1;2;1;2822550;2748911;20190403
917;4;1;1;1;1;2;1;2280275;2301958;20190503
918;4;1;1;1;1;2;1;2642077;2044840;20190603
919;4;1;1;1;1;2;1;2261703;2757908;20190703
920;4;1;1;1;1;2;1;2857028;2583447;20190803
921;4;1;1;1;1;2;1;2276475;2473735;20190903
922;4;1;1;1;1;2;1;2676814;2108892;20191003
923;4;1;1;1;1;2;1;2597589;2393722;20191103
924;4;1;1;1;1;2;1;2179542;2692579;20191203
925;4;1;1;1;2;3;1;2342828;2335536;20190103
926;4;1;1;1;2;3;1;2646238;2441078;20190203
927;4;1;1;1;2;3;1;2355587;2061829;20190303
928;4;1;1;1;2;3;1;2695221;2066149;20190403
929;4;1;1;1;2;3;1;2848571;2245009;20190503
930;4;1;1;1;2;3;1;2096281;2660749;20190603
931;4;1;1;1;2;3;1;2442462;2149821;20190703
932;4;1;1;1;2;3;1;2594238;2485514;20190803
933;4;1;1;1;2;3;1;2848199;2103069;20190903
934;4;1;1;1;2;3;1;2849259;2374272;20191003
935;4;1;1;1;2;3;1;2617159;2153424;20191103
936;4;1;1;1;2;3;1;2592646;2190972;20191203
937;4;1;1;1;1;5;1;2644170;2298090;20190103
938;4;1;1;1;1;5;1;2748219;2624518;20190203
939;4;1;1;1;1;5;1;2492124;2938852;20190303
940;4;1;1;1;1;5;1;2929514;2567490;20190403
941;4;1;1;1;1;5;1;2713265;2662811;20190503
942;4;1;1;1;1;5;1;2563523;2207289;20190603
943;4;1;1;1;1;5;1;2134594;2047300;20190703
944;4;1;1;1;1;5;1;2565920;2852900;20190803
945;4;1;1;1;1;5;1;2916069;2137856;20190903
946;4;1;1;1;1;5;1;2359112;2372097;20191003
947;4;1;1;1;1;5;1;2551538;2437860;20191103
948;4;1;1;1;1;5;1;2889418;2750334;20191203
949;4;1;1;1;3;4;1;2545348;2924071;20190103
950;4;1;1;1;3;4;1;2544141;2091006;20190203
951;4;1;1;1;3;4;1;2458392;2923040;20190303
952;4;1;1;1;3;4;1;2791366;2377877;20190403
953;4;1;1;1;3;4;1;2096557;2530786;20190503
954;4;1;1;1;3;4;1;2702267;2563992;20190603
955;4;1;1;1;3;4;1;2164485;2650005;20190703
956;4;1;1;1;3;4;1;2891440;2097569;20190803
957;4;1;1;1;3;4;1;2322426;2230832;20190903
958;4;1;1;1;3;4;1;2647949;2521413;20191003
959;4;1;1;1;3;4;1;2705612;2620764;20191103
960;4;1;1;1;3;4;1;2120878;2555707;20191203
961;5;1;1;1;1;1;1;2649380;2075407;20190103
962;5;1;1;1;1;1;1;2415416;2384102;20190203
963;5;1;1;1;1;1;1;2919896;2576054;20190303
964;5;1;1;1;1;1;1;2320390;2784604;20190403
965;5;1;1;1;1;1;1;2111561;2128077;20190503
966;5;1;1;1;1;1;1;2122762;2938841;20190603
967;5;1;1;1;1;1;1;2361445;2088371;20190703
968;5;1;1;1;1;1;1;2235603;2108906;20190803
969;5;1;1;1;1;1;1;2447302;2492310;20190903
970;5;1;1;1;1;1;1;2135982;2095358;20191003
971;5;1;1;1;1;1;1;2193139;2142816;20191103
972;5;1;1;1;1;1;1;2536184;2359966;20191203
973;5;1;1;1;1;2;1;2139787;2240849;20190103
974;5;1;1;1;1;2;1;2650155;2205395;20190203
975;5;1;1;1;1;2;1;2456028;2196498;20190303
976;5;1;1;1;1;2;1;2096715;2205697;20190403
977;5;1;1;1;1;2;1;2803807;2877238;20190503
978;5;1;1;1;1;2;1;2556727;2219275;20190603
979;5;1;1;1;1;2;1;2108889;2462596;20190703
980;5;1;1;1;1;2;1;2402431;2493638;20190803
981;5;1;1;1;1;2;1;2055269;2220585;20190903
982;5;1;1;1;1;2;1;2265611;2514831;20191003
983;5;1;1;1;1;2;1;2525578;2848435;20191103
984;5;1;1;1;1;2;1;2338007;2803825;20191203
985;5;1;1;1;2;3;1;2501241;2336873;20190103
986;5;1;1;1;2;3;1;2815713;2872940;20190203
987;5;1;1;1;2;3;1;2935879;2411276;20190303
988;5;1;1;1;2;3;1;2135436;2556073;20190403
989;5;1;1;1;2;3;1;2611485;2228398;20190503
990;5;1;1;1;2;3;1;2923110;2860256;20190603
991;5;1;1;1;2;3;1;2180679;2201904;20190703
